Suburb,Year,Price
ABBOTSFORD,2016,1187500
ABERFELDIE,2016,1300000
AINTREE,2016,607500
AIREYS INLET,2016,715000
AIRPORT WEST,2016,742000
ALBANVALE,2016,439000
ALBERT PARK,2016,1775000
ALBION,2016,593000
ALEXANDRA,2016,275000
ALFREDTON,2016,375000
ALLANSFORD,2016,275000
ALPHINGTON,2016,1272500
ALTONA,2016,825000
ALTONA EAST,2016,795000
ALTONA MEADOWS,2016,495000
ALTONA NORTH,2016,726000
ANGLESEA,2016,652500
APOLLO BAY,2016,480000
ARARAT,2016,204500
ARDEER,2016,517500
ARMADALE,2016,2367500
ARMSTRONG CREEK,2016,450000
ASCOT (GREATER BENDIGO),2016,370000
ASCOT VALE,2016,1010000
ASHBURTON,2016,1567500
ASHWOOD,2016,1230000
ASPENDALE,2016,891000
ASPENDALE GARDENS,2016,775000
ATTWOOD,2016,660000
AVENEL,2016,250000
AVOCA,2016,165000
AVONDALE HEIGHTS,2016,750000
AVONSLEIGH,2016,501000
BACCHUS MARSH,2016,376000
BADGER CREEK,2016,379000
BAIRNSDALE,2016,255000
BALACLAVA,2016,1242500
BALCOMBE,2016,950000
BALLAN,2016,370000
BALLARAT CENTRAL,2016,385000
BALLARAT EAST,2016,295000
BALLARAT NORTH,2016,339500
BALNARRING,2016,670000
BALNARRING BEACH,2016,904000
BALWYN,2016,2180000
BALWYN NORTH,2016,1800000
BANNOCKBURN,2016,382000
BARANDUDA,2016,350000
BARNAWARTHA,2016,245000
BARWON HEADS,2016,842500
BAXTER,2016,403000
BAYSWATER,2016,693000
BAYSWATER NORTH,2016,628000
BEACONSFIELD,2016,585000
BEACONSFIELD UPPER,2016,630000
BEAUFORT,2016,237500
BEAUMARIS,2016,1455000
BEECHWORTH,2016,345000
BELGRAVE,2016,545000
BELGRAVE HEIGHTS,2016,624000
BELGRAVE SOUTH,2016,565000
BELL PARK,2016,360000
BELL POST HILL,2016,355000
BELLFIELD (BANYULE),2016,778000
BELMONT,2016,430000
BENALLA,2016,231500
BENDIGO,2016,400000
BENTLEIGH,2016,1380000
BENTLEIGH EAST,2016,1115000
BERWICK,2016,583000
BEVERIDGE,2016,430000
BIRCHIP,2016,55000
BIRREGURRA,2016,345000
BITTERN,2016,464000
BLACK HILL,2016,315000
BLACK ROCK,2016,1745000
BLACKBURN,2016,1241000
BLACKBURN NORTH,2016,1040000
BLACKBURN SOUTH,2016,1050000
BLACKWOOD,2016,291000
BLAIRGOWRIE,2016,770000
BLIND BIGHT,2016,440000
BONBEACH,2016,778000
BONNIE DOON,2016,290000
BONSHAW,2016,322500
BOOLARRA,2016,202500
BOORT,2016,200500
BORONIA,2016,648500
BOTANIC RIDGE,2016,600000
BOX HILL,2016,1360500
BOX HILL NORTH,2016,1146000
BOX HILL SOUTH,2016,1255000
BRAYBROOK,2016,629000
BREAKWATER,2016,277500
BRIAGOLONG,2016,265000
BRIAR HILL,2016,721500
BRIGHT,2016,429500
BRIGHTON,2016,2740000
BRIGHTON EAST,2016,1750000
BROADFORD,2016,287500
BROADMEADOWS,2016,416500
BROOKFIELD,2016,360000
BROOKLYN,2016,700500
BROWN HILL,2016,338000
BRUNSWICK,2016,946000
BRUNSWICK EAST,2016,998000
BRUNSWICK WEST,2016,1005000
BRUTHEN,2016,207000
BULLEEN,2016,1170000
BUNDALONG,2016,425000
BUNDOORA,2016,651000
BUNINYONG,2016,381000
BUNYIP,2016,357500
BURNSIDE,2016,518500
BURNSIDE HEIGHTS,2016,522000
BURWOOD,2016,1219000
BURWOOD EAST,2016,1021000
CAIRNLEA,2016,608500
CALIFORNIA GULLY,2016,255000
CAMBERWELL,2016,2090000
CAMPBELLFIELD,2016,420000
CAMPBELLS CREEK,2016,426500
CAMPERDOWN,2016,217500
CANADIAN,2016,339000
CANTERBURY,2016,2620000
CAPE PATERSON,2016,358000
CAPE SCHANCK,2016,667500
CAPEL SOUND,2016,445000
CARISBROOK,2016,200000
CARLTON,2016,1050000
CARLTON NORTH,2016,1360000
CARNEGIE,2016,1348500
CAROLINE SPRINGS,2016,530000
CARRUM,2016,750000
CARRUM DOWNS,2016,430000
CASTERTON,2016,126500
CASTLEMAINE,2016,410000
CAULFIELD,2016,1715000
CAULFIELD EAST,2016,1300000
CAULFIELD NORTH,2016,2181000
CAULFIELD SOUTH,2016,1517500
CHADSTONE,2016,1017500
CHARLEMONT,2016,560000
CHARLTON,2016,160000
CHELSEA,2016,890000
CHELSEA HEIGHTS,2016,641000
CHELTENHAM,2016,940500
CHELTENHAM EAST,2016,867500
CHELTENHAM NORTH,2016,900000
CHEWTON,2016,403500
CHILTERN,2016,250000
CHIRNSIDE PARK,2016,627000
CHURCHILL,2016,182000
CLARINDA,2016,751000
CLAYTON,2016,1010500
CLAYTON NORTH,2016,1100000
CLAYTON SOUTH,2016,755000
CLIFTON HILL,2016,1220000
CLIFTON SPRINGS,2016,365000
CLUNES,2016,255000
CLYDE,2016,435000
CLYDE NORTH,2016,491000
COBBLEBANK,2016,328000
COBDEN,2016,177000
COBRAM,2016,265000
COBURG,2016,876000
COBURG EAST,2016,762500
COBURG NORTH,2016,780000
COCKATOO,2016,430000
COHUNA,2016,157500
COLAC,2016,259500
COLDSTREAM,2016,521000
COLERAINE,2016,90000
COLLINGWOOD,2016,920000
COOLAROO,2016,340000
COONANS HILL,2016,870000
COONGULLA,2016,185000
CORINELLA,2016,325000
CORIO,2016,250000
CORONET BAY,2016,266000
CORRYONG,2016,164000
COWES,2016,400000
COWES WEST,2016,353500
CRAIGIEBURN,2016,425000
CRANBOURNE,2016,406000
CRANBOURNE EAST,2016,460000
CRANBOURNE NORTH,2016,455000
CRANBOURNE SOUTH,2016,685000
CRANBOURNE WEST,2016,410000
CREMORNE,2016,1072000
CRESWICK,2016,292500
CRIB POINT,2016,402000
CROYDON,2016,695000
CROYDON HILLS,2016,730000
CROYDON NORTH,2016,790500
CROYDON SOUTH,2016,655000
CURLEWIS,2016,406500
DALLAS,2016,345000
DALYSTON,2016,255000
DANDENONG,2016,555500
DANDENONG NORTH,2016,551000
DARLEY,2016,371500
DAYLESFORD,2016,464000
DEEPDENE,2016,2600000
DEER PARK,2016,441000
DELACOMBE,2016,319000
DELAHEY,2016,458000
DENNINGTON,2016,342500
DERRIMUT,2016,530000
DIAMOND CREEK,2016,646500
DIGGERS REST,2016,360000
DIMBOOLA,2016,116000
DINGLEY VILLAGE,2016,775500
DINNER PLAIN,2016,400000
DONALD,2016,145000
DONCASTER,2016,1297500
DONCASTER EAST,2016,1230000
DONVALE,2016,970000
DOREEN,2016,470500
DOVETON,2016,405000
DROMANA,2016,583000
DROUIN,2016,347000
DRYSDALE,2016,409000
DUNKELD,2016,207500
DUNOLLY,2016,180000
EAGLE POINT,2016,267500
EAGLEHAWK,2016,270000
EAGLEMONT,2016,1895500
EAST BAIRNSDALE,2016,212500
EAST BENDIGO,2016,303500
EAST GEELONG,2016,512500
EAST MELBOURNE,2016,3655000
EAST WARBURTON,2016,369000
EASTWOOD,2016,357500
ECHUCA,2016,310000
EDENHOPE,2016,144500
EDITHVALE,2016,930000
EILDON,2016,210000
ELLIMINYT,2016,364000
ELMORE,2016,220000
ELSTERNWICK,2016,1723500
ELTHAM,2016,820000
ELTHAM NORTH,2016,850500
ELWOOD,2016,1830000
EMERALD,2016,545000
ENDEAVOUR HILLS,2016,550000
EPPING,2016,455000
EPSOM,2016,340000
ESSENDON,2016,1365000
ESSENDON NORTH,2016,875000
ESSENDON WEST,2016,962500
EUMEMMERRING,2016,450500
EUREKA,2016,275000
EUROA,2016,265000
EYNESBURY,2016,459000
FAIRFIELD,2016,1303000
FAIRHAVEN,2016,1052500
FAWKNER,2016,587500
FERNTREE GULLY,2016,660000
FERNY CREEK,2016,750000
FINGAL,2016,840000
FITZROY,2016,1600000
FITZROY NORTH,2016,1279000
FIVEWAYS,2016,417500
FLEMINGTON,2016,918000
FLINDERS,2016,1225000
FLORA HILL,2016,325000
FLOWERDALE,2016,237500
FOOTSCRAY,2016,775000
FOREST HILL,2016,933500
FOSTER,2016,315000
FRANKSTON,2016,474000
FRANKSTON NORTH,2016,352000
FRANKSTON SOUTH,2016,690000
FRASER RISE,2016,483000
FYANSFORD,2016,592500
GARDEN CITY,2016,1440000
GARDENVALE,2016,1857500
GARFIELD,2016,405000
GEELONG,2016,590000
GEELONG WEST,2016,543500
GEMBROOK,2016,525000
GISBORNE,2016,635000
GLADSTONE PARK,2016,525000
GLEN HUNTLY,2016,1330000
GLEN IRIS,2016,1935000
GLEN WAVERLEY,2016,1221000
GLENROWAN,2016,272500
GLENROY,2016,600000
GOLDEN BEACH,2016,212500
GOLDEN POINT (BALLARAT),2016,295000
GOLDEN SQUARE,2016,315000
GORDON,2016,330000
GOUGHS BAY,2016,235000
GOWANBRAE,2016,619000
GRANTVILLE,2016,272500
GREEN LAKE,2016,305000
GREENSBOROUGH,2016,717000
GREENVALE,2016,510000
GROVEDALE,2016,400000
HADFIELD,2016,624500
HALLAM,2016,458500
HALLS GAP,2016,272500
HAMILTON,2016,217000
HAMLYN HEIGHTS,2016,415000
HAMPTON,2016,1800000
HAMPTON EAST,2016,1200000
HAMPTON PARK,2016,410000
HARCOURT,2016,377500
HARKNESS,2016,360000
HASTINGS,2016,400000
HASTINGS WEST,2016,338000
HAWTHORN,2016,2245000
HAWTHORN EAST,2016,1890000
HEALESVILLE,2016,457000
HEATHCOTE,2016,268500
HEATHERTON,2016,845000
HEATHMONT,2016,789000
HEIDELBERG,2016,1150000
HEIDELBERG HEIGHTS,2016,750000
HEIDELBERG WEST,2016,630000
HEPBURN,2016,375000
HEPBURN SPRINGS,2016,414000
HERNE HILL,2016,402000
HEYFIELD,2016,195000
HEYWOOD,2016,160000
HIGHETT,2016,1175000
HIGHTON,2016,555000
HILLSIDE (MELTON),2016,525500
HOPETOUN,2016,80000
HOPPERS CROSSING,2016,415000
HORSHAM,2016,245000
HUGHESDALE,2016,1222500
HUNTINGDALE,2016,924500
HUNTLY,2016,340000
HURSTBRIDGE,2016,614500
INDENTED HEAD,2016,395000
INGLEWOOD,2016,152500
INVERLOCH,2016,442500
INVERMAY PARK,2016,377500
IRONBARK,2016,365000
IRYMPLE,2016,255000
IVANHOE,2016,1400000
IVANHOE EAST,2016,1764500
JACANA,2016,423000
JACKASS FLAT,2016,345500
JAN JUC,2016,716000
JEERALANG NORTH,2016,140000
JEPARIT,2016,124000
JUNCTION VILLAGE,2016,389000
JUNORTOUN,2016,490000
KALIMNA,2016,270000
KALKALLO,2016,432500
KALLISTA,2016,567500
KALORAMA,2016,533000
KANGAROO FLAT,2016,300000
KANGAROO GROUND SOUTH,2016,670000
KANIVA,2016,120000
KEALBA,2016,470000
KEILOR,2016,805000
KEILOR DOWNS,2016,562000
KEILOR EAST,2016,720000
KEILOR LODGE,2016,607500
KEILOR PARK,2016,650000
KENNINGTON,2016,355000
KENSINGTON,2016,908000
KERANG,2016,167000
KEW,2016,2207500
KEW EAST,2016,1655000
KEW NORTH,2016,1805000
KEYSBOROUGH,2016,650000
KIALLA,2016,374000
KILCUNDA,2016,480000
KILLARA (WODONGA),2016,425000
KILMORE,2016,333000
KILSYTH,2016,620000
KILSYTH SOUTH,2016,738000
KINGLAKE,2016,346000
KINGS PARK,2016,415000
KINGSBURY,2016,610000
KINGSVILLE,2016,925000
KNOXFIELD,2016,740000
KOO WEE RUP,2016,400000
KOONDROOK,2016,165000
KOOYONG,2016,2762500
KOROIT,2016,294000
KORUMBURRA,2016,257500
KURUNJANG,2016,310000
KYABRAM,2016,234000
KYNETON,2016,455000
LAKE BOGA,2016,222500
LAKE GARDENS,2016,485000
LAKE TYERS BEACH,2016,268500
LAKE WENDOUREE,2016,700000
LAKES ENTRANCE,2016,280000
LALOR,2016,499500
LANCEFIELD,2016,360000
LANG LANG,2016,355000
LANGWARRIN,2016,503000
LARA,2016,355000
LARA LAKE,2016,395000
LAUNCHING PLACE,2016,435000
LAVERTON,2016,429000
LAVERTON SOUTH,2016,528500
LEITCHVILLE,2016,126500
LENEVA,2016,376000
LEONGATHA,2016,305000
LEOPOLD,2016,407000
LILYDALE,2016,633500
LINTON,2016,202500
LISMORE,2016,141500
LOCH SPORT,2016,178000
LONG GULLY,2016,240000
LONGWARRY,2016,334000
LORNE,2016,765000
LOVELY BANKS,2016,470000
LOWER PLENTY,2016,900000
LUCAS,2016,345000
LUCKNOW,2016,244500
LYNBROOK,2016,542500
LYNDHURST,2016,585000
LYSTERFIELD,2016,857500
MACEDON,2016,585000
MACLEOD,2016,868000
MADDINGLEY,2016,346000
MAFFRA,2016,258000
MAIDEN GULLY,2016,477000
MAIDSTONE,2016,695000
MALDON,2016,395000
MALLACOOTA,2016,322500
MALMSBURY,2016,344000
MALVERN,2016,2328500
MALVERN EAST,2016,1729000
MANIFOLD HEIGHTS,2016,620000
MANOR LAKES,2016,417500
MANSFIELD,2016,359000
MARIBYRNONG,2016,940000
MARONG,2016,330000
MARSHALL,2016,400000
MARYBOROUGH,2016,206500
MARYSVILLE,2016,332500
MCCRAE,2016,689000
MCKENZIE HILL,2016,475000
MCKINNON,2016,1657500
MCLOUGHLINS BEACH,2016,180000
MEADOW HEIGHTS,2016,370000
MEENIYAN,2016,270000
MELTON,2016,280500
MELTON SOUTH,2016,276000
MELTON WEST,2016,330000
MENTONE,2016,982500
MERBEIN,2016,170000
MERINDA PARK,2016,385000
MERNDA,2016,430000
MERRIJIG (MANSFIELD),2016,344000
METUNG,2016,360000
MICKLEHAM,2016,437000
MIDDLE PARK,2016,2238500
MILDURA,2016,260000
MILL PARK,2016,560000
MILLGROVE,2016,293500
MINERS REST,2016,334000
MINYIP,2016,82500
MIRBOO NORTH,2016,275000
MITCHAM,2016,941000
MITCHELL PARK,2016,259000
MOE,2016,173000
MONBULK,2016,521500
MONT ALBERT,2016,1921000
MONT ALBERT NORTH,2016,1490000
MONTMORENCY,2016,780500
MONTROSE,2016,625000
MOONEE PONDS,2016,1110500
MOORABBIN,2016,980000
MOOROOLBARK,2016,620000
MOOROOPNA,2016,215500
MORDIALLOC,2016,933000
MORNINGTON,2016,745000
MORTLAKE,2016,152000
MORWELL,2016,153000
MOUNT BEAUTY,2016,183000
MOUNT CLEAR,2016,345000
MOUNT DANDENONG,2016,641000
MOUNT DUNEED,2016,425000
MOUNT ELIZA,2016,950000
MOUNT EVELYN,2016,551000
MOUNT HELEN,2016,355000
MOUNT MACEDON,2016,750000
MOUNT MARTHA,2016,965000
MOUNT PLEASANT,2016,297500
MOUNT WAVERLEY,2016,1265000
MULGRAVE,2016,786000
MURCHISON,2016,187000
MURRUMBEENA,2016,1286000
MURTOA,2016,97500
MYRTLEFORD,2016,270500
NAGAMBIE,2016,336000
NARRE WARREN,2016,486500
NARRE WARREN NORTH,2016,900000
NARRE WARREN SOUTH,2016,530000
NATHALIA,2016,185000
NEERIM SOUTH,2016,330000
NELSON,2016,220000
NERRINA,2016,517500
NEW GISBORNE,2016,545000
NEWBOROUGH,2016,224500
NEWCOMB,2016,310000
NEWINGTON,2016,372500
NEWLANDS ARM,2016,380000
NEWPORT,2016,950000
NEWSTEAD,2016,362000
NEWTOWN (GREATER GEELONG),2016,712500
NHILL,2016,140000
NICHOLS POINT,2016,396000
NIDDRIE,2016,910000
NOBLE PARK,2016,600000
NOBLE PARK NORTH,2016,563000
NORLANE,2016,236500
NORTH BENDIGO,2016,279000
NORTH GEELONG,2016,338500
NORTH MELBOURNE,2016,1200000
NORTH WONTHAGGI,2016,259500
NORTHCOTE,2016,1190000
NOTTING HILL,2016,872500
NUMURKAH,2016,195000
NUNAWADING,2016,970000
NYAH WEST,2016,130000
NYORA,2016,300000
OAK PARK,2016,822500
OAKLEIGH,2016,1050000
OAKLEIGH EAST,2016,983000
OAKLEIGH SOUTH,2016,890000
OCEAN GROVE,2016,555000
OFFICER,2016,440000
OLINDA,2016,620000
OMEO,2016,150000
ORBOST,2016,162500
ORMOND,2016,1550000
OSBORNE,2016,640000
OUYEN,2016,130000
PAKENHAM,2016,400000
PARADISE BEACH,2016,200000
PARK ORCHARDS,2016,1335000
PARKDALE,2016,1100000
PARKVILLE,2016,2130000
PASCOE VALE,2016,805000
PASCOE VALE SOUTH,2016,840000
PATTERSON GARDENS,2016,812000
PATTERSON LAKES,2016,810000
PAYNESVILLE,2016,308000
PEARCEDALE,2016,534000
PETERBOROUGH,2016,340000
PIONEER BAY,2016,216000
PLENTY,2016,935000
POINT COOK,2016,505000
POINT LONSDALE,2016,641000
POREPUNKAH,2016,330000
PORT ALBERT,2016,218500
PORT FAIRY,2016,473500
PORT FRANKLIN,2016,207500
PORT MELBOURNE,2016,1380000
PORT WELSHPOOL,2016,380000
PORTARLINGTON,2016,460000
PORTLAND,2016,220000
PORTLAND NORTH,2016,340000
PORTSEA,2016,1701000
PRAHRAN,2016,1430000
PRESTON,2016,882000
PRINCES HILL,2016,1555000
PYRAMID HILL,2016,112500
QUARRY HILL,2016,349000
QUEENSCLIFF,2016,795000
RAINBOW,2016,59500
RAYMOND ISLAND,2016,330000
RED CLIFFS,2016,165000
REDAN,2016,255000
RESEARCH,2016,825500
RESERVOIR,2016,710000
RHYLL,2016,460000
RICHMOND,2016,1265000
RIDDELLS CREEK,2016,500000
RINGWOOD,2016,837500
RINGWOOD EAST,2016,806000
RINGWOOD NORTH,2016,844000
RIPPLESIDE,2016,739000
ROBINVALE,2016,170000
ROCHESTER,2016,239000
ROCKBANK,2016,347000
ROMSEY,2016,428000
ROSANNA,2016,980000
ROSEBUD,2016,445000
ROSEBUD SOUTH,2016,545000
ROSEDALE,2016,230000
ROWVILLE,2016,778000
ROXBURGH PARK,2016,435000
RUPANYUP,2016,75000
RUSHWORTH,2016,200000
RUTHERGLEN,2016,255000
RYE,2016,550000
SAFETY BEACH,2016,665000
SAILORS GULLY,2016,225000
SALE,2016,295500
SAN REMO,2016,460000
SANCTUARY LAKES,2016,503000
SANDHURST,2016,678500
SANDRINGHAM,2016,1760000
SANDY POINT,2016,359000
SASSAFRAS,2016,653500
SAWMILL SETTLEMENT,2016,350000
SCORESBY,2016,700000
SEA LAKE,2016,75000
SEABROOK,2016,509000
SEAFORD,2016,580500
SEAHOLME,2016,872500
SEASPRAY,2016,175000
SEBASTOPOL,2016,247500
SEDDON,2016,934500
SELBY,2016,527500
SEVILLE,2016,511500
SEVILLE EAST,2016,440000
SEYMOUR,2016,242500
SHEPPARTON,2016,265000
SHEPPARTON NORTH,2016,361000
SHOREHAM,2016,868500
SILVERLEAVES,2016,446500
SKENES CREEK,2016,520000
SKIPTON,2016,169000
SKYE,2016,479000
SMITHS BEACH,2016,470000
SMYTHESDALE,2016,250000
SOLDIERS HILL,2016,374000
SOMERS,2016,755500
SOMERVILLE,2016,465000
SORRENTO,2016,1130000
SOUTH DUDLEY,2016,256000
SOUTH GEELONG,2016,495000
SOUTH KINGSVILLE,2016,903000
SOUTH MELBOURNE,2016,1595000
SOUTH MORANG,2016,502000
SOUTH YARRA,2016,1890000
SPOTSWOOD,2016,917500
SPRING GULLY,2016,350000
SPRINGVALE,2016,685000
SPRINGVALE SOUTH,2016,630000
ST ALBANS,2016,500000
ST ALBANS PARK,2016,331000
ST ANDREWS BEACH,2016,695000
ST ARNAUD,2016,142500
ST HELENA,2016,800000
ST KILDA,2016,1305000
ST KILDA EAST,2016,1677500
ST KILDA WEST,2016,1797000
ST LEONARDS,2016,421500
STANHOPE,2016,147000
STAWELL,2016,177000
STRATFORD,2016,272500
STRATHDALE,2016,445000
STRATHFIELDSAYE,2016,425000
STRATHMERTON,2016,182500
STRATHMORE,2016,1140000
STRATHMORE HEIGHTS,2016,808000
STRATHTULLOH,2016,430000
STUDFIELD,2016,853000
SUNBURY,2016,395000
SUNDERLAND BAY,2016,360000
SUNNYCLIFFS,2016,220000
SUNSET STRIP,2016,340000
SUNSHINE,2016,675000
SUNSHINE NORTH,2016,560000
SUNSHINE WEST,2016,520000
SURF BEACH,2016,414000
SURREY HILLS,2016,1800500
SWAN HILL,2016,262500
SWAN REACH,2016,455000
SYDENHAM,2016,505000
SYNDAL,2016,1410000
TALLANGATTA,2016,216000
TARNEIT,2016,445000
TATURA,2016,228000
TAWONGA SOUTH,2016,298000
TAYLORS HILL,2016,600000
TAYLORS LAKES,2016,635000
TECOMA,2016,601500
TEMPLESTOWE,2016,1260000
TEMPLESTOWE LOWER,2016,1105500
TERANG,2016,150000
THE BASIN,2016,595000
THE HONEYSUCKLES,2016,237000
THE PATCH,2016,570500
THOMASTOWN,2016,493000
THOMSON (GREATER GEELONG),2016,308500
THORNBURY,2016,1079500
THORNHILL PARK,2016,720000
TIMBOON,2016,215000
TONGALA,2016,204000
TOONGABBIE,2016,315000
TOORA,2016,195000
TOORADIN,2016,411000
TOORAK,2016,4900000
TOOTGAROOK,2016,460000
TORQUAY,2016,665000
TRAFALGAR,2016,312500
TRARALGON,2016,268000
TRARALGON EAST,2016,445000
TRAVANCORE,2016,1305000
TRENTHAM,2016,455000
TRUGANINA,2016,430000
TULLAMARINE,2016,530000
TYABB,2016,430000
UPPER FERNTREE GULLY,2016,582000
UPWEY,2016,585000
VENTNOR,2016,420000
VENUS BAY,2016,258000
VERMONT,2016,900000
VERMONT SOUTH,2016,1082500
VIEWBANK,2016,920000
VIOLET TOWN,2016,238500
WAHGUNYAH,2016,290000
WALKERVILLE,2016,283500
WALLAN,2016,375000
WALLAN EAST,2016,352500
WANDANA HEIGHTS,2016,592500
WANDIN NORTH,2016,496500
WANGARATTA,2016,270500
WANTIRNA,2016,801000
WANTIRNA SOUTH,2016,875000
WARBURTON,2016,366000
WARNEET,2016,390000
WARRACKNABEAL,2016,123500
WARRAGUL,2016,340000
WARRANDYTE,2016,890000
WARRANWOOD,2016,865000
WARRNAMBOOL,2016,320000
WATERWAYS,2016,1050000
WATSONIA,2016,698000
WATSONIA NORTH,2016,702500
WATTLE GLEN,2016,580000
WAURN PONDS,2016,501000
WEDDERBURN,2016,150000
WEIR VIEWS,2016,418000
WENDOUREE,2016,252500
WENDOUREE WEST,2016,185000
WERRIBEE,2016,403000
WERRIBEE SOUTH,2016,540000
WEST FOOTSCRAY,2016,798000
WEST MELBOURNE,2016,1104500
WEST WODONGA,2016,308500
WESTALL,2016,696000
WESTGARTH,2016,1500000
WESTMEADOWS,2016,500000
WHEELERS HILL,2016,1050000
WHITE HILLS,2016,305000
WHITTINGTON,2016,265000
WHITTLESEA,2016,448500
WILLIAMS LANDING,2016,530000
WILLIAMSTOWN,2016,1282500
WILLIAMSTOWN NORTH,2016,1135500
WIMBLEDON HEIGHTS,2016,299000
WINCHELSEA,2016,267000
WINDSOR,2016,1505000
WINTER VALLEY,2016,362500
WODONGA,2016,315000
WOLLERT,2016,460000
WONGA PARK,2016,801000
WONTHAGGI,2016,265000
WOODEND,2016,460000
WOOLAMAI WATERS,2016,375000
WOORI YALLOCK,2016,391500
WURRUK,2016,259500
WY YUNG,2016,333500
WYCHEPROOF,2016,82500
WYNDHAM VALE,2016,365000
YACKANDANDAH,2016,392500
YALLAMBIE,2016,713500
YALLOURN NORTH,2016,165500
YARRA GLEN,2016,540000
YARRA JUNCTION,2016,422500
YARRAGON,2016,300000
YARRAM,2016,230000
YARRAVILLE,2016,900500
YARRAWONGA,2016,320000
YEA,2016,305000
YINNAR,2016,230000
ABBOTSFORD,2017,1280000
ABERFELDIE,2017,1471000
